housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
45,1908,407,890,342,114.375,3,336000
44,3043,611,1316,607,110.715,3,254900
36,3002,603,1322,471,123.325,3,228900
29,2448,504,894,349,191.315,3,481300
36,2987,601,1360,497,120.0325,3,224100
37,1508,335,635,241,93.75,3,221300
36,2444,503,1199,424,103.845,3,218800
36,1348,307,643,221,91.1175,3,211000
36,2831,573,1462,569,96.615,3,214600
36,2220,463,1002,351,126.7975,3,219500
37,3714,731,1956,694,105.545,3,200500
45,1533,340,791,335,86.5125,3,186600
29,4716,911,2515,1272,68.15,3,208700
45,1853,397,945,320,126.9675,3,219200
45,2019,427,880,339,102.5575,2,217300
40,2597,531,1285,559,99.375,3,213800
35,1415,319,591,291,74.495,2,315600
44,2731,555,1396,555,104.4275,2,219100
24,1228,285,537,273,56.25,2,192000
30,2548,522,2086,700,17.5175,3,134400
44,1890,404,1378,430,97.0475,3,143200
30,3533,699,2678,1033,56.0425,2,151900
49,1073,257,725,272,95.065,2,149700
45,1167,274,773,287,81.995,2,150300
33,2557,524,2286,700,57.6025,3,149100
46,1854,397,1360,429,62.11,3,158200
35,3405,676,1953,671,69.5325,2,159200
35,3737,735,1305,583,180.24,2,490300
43,2641,539,1011,444,161.17,2,444200
42,1773,383,815,299,122.5,2,406300
45,1808,389,800,302,121.7325,2,277700
46,1362,309,531,222,107.8125,2,290500
44,1497,333,542,274,125.13,2,321800
45,1535,340,591,276,106.0275,2,371700
39,3622,715,1330,648,82.8125,2,425500
43,2561,524,1063,537,95.875,2,418600
50,3587,708,1513,651,137.765,2,252200
52,2539,520,1152,488,103.385,2,268200
52,2569,526,1030,451,103.2525,2,268400
52,2618,535,943,440,94.7375,2,254000
43,284,116,167,68,106.25,2,207500
30,2246,468,1032,548,89.6775,2,347100
19,2953,595,1914,855,88.8025,2,290000
21,2251,469,913,420,115.105,2,272200
43,1758,380,954,312,131.515,2,198900
11,872,221,422,221,115.91,2,156300
21,1835,394,1038,384,111.3975,2,198500
43,3013,605,1525,529,123.75,2,194000
34,2807,568,2217,744,60.715,2,204800
23,954,236,804,373,64.5825,2,181300
45,944,234,533,193,87.02,2,206900
46,1388,314,742,241,116.145,2,212100
47,2347,486,1219,420,132.74,2,209900
34,1719,373,1444,372,71.095,2,139300
43,905,227,764,204,83.035,2,162200
40,1815,390,1807,413,77.205,2,160700
33,1278,294,1157,320,87.635,2,146800
30,1680,366,1779,429,90.215,2,146300
45,455,146,394,89,123.905,2,165700
43,1005,245,723,191,108.56,2,162500
17,5357,1026,3030,1266,48.2775,2,138100
45,1693,369,1255,333,92.3075,2,159700
45,1816,391,1524,388,96.465,2,157900
38,1486,331,1345,326,84.97,2,147800
41,726,195,602,183,94.7125,2,156900
45,1160,273,1095,269,68.27,2,139000
41,1251,289,1053,278,81.945,2,150800
36,1285,295,1291,337,94.27,2,157100
33,1984,421,1764,440,96.875,2,165100
28,3008,605,2537,596,57.5,2,137500
39,1598,352,1691,399,59.0125,2,141800
32,2020,427,2557,562,53.4925,2,145300
44,1387,314,984,302,106.25,2,143100
38,2010,425,1535,525,49.62,2,160400
29,3497,692,2994,919,45.2725,2,137500
47,767,202,569,195,73.785,2,185200
48,2105,443,1807,539,67.9575,2,190400
47,2549,522,1388,606,75.3375,2,192700
52,1786,385,1090,430,72.47,2,194900
41,2125,446,1604,555,74.8575,2,190600
42,4577,886,2749,1094,62.53,2,197500
45,2456,505,1300,450,99.48,2,210200
52,1009,246,614,231,100.185,2,200800
42,2301,478,2114,561,51.4475,2,132700
36,2326,482,2635,657,54.9625,2,141800
42,1571,347,1631,417,40.96,2,128000
41,2114,444,2357,529,44.845,2,142600
43,1823,392,2339,560,41.98,2,130600
30,2734,555,2951,691,44.2225,2,117600
36,948,235,1042,301,38.75,2,100000
43,2210,461,1042,418,87.5,2,216700
27,471,149,315,96,43.75,2,154200
9,3564,704,1530,807,129.515,2,175000
25,5463,1045,3010,1179,80.825,2,199100
26,1589,350,883,366,88.2825,2,187500
15,2407,497,1591,506,76.2825,2,148100
45,1579,348,687,285,126.06,3,225900
45,1734,376,797,293,122.2925,3,222800
43,1544,342,701,298,103.4375,3,226000
42,1493,333,671,267,81.985,3,224500
44,1619,355,815,284,138.6225,3,232200
44,1785,385,779,291,107.64,3,228600
45,3087,619,1474,567,137.99,3,227600
36,1408,317,702,251,121.875,3,222500
36,1462,327,664,220,127.9275,3,225300
36,1999,423,887,379,95.405,3,221900
36,1742,377,857,341,117.1875,3,218200
37,1249,289,517,189,110.49,3,223100
36,1820,391,899,295,122.95,3,225200
36,2734,555,1308,441,148.1625,3,227300
36,2422,499,1193,421,121.155,3,225700
36,1930,411,915,328,131.7825,3,244400
36,2000,424,956,352,134.3375,3,234400
20,6295,1194,2292,874,190.21,3,402500
36,2219,463,1042,396,130.7475,3,239800
36,1878,402,846,325,179.8425,3,254400
36,1111,264,444,177,92.5775,3,245300
36,856,218,451,164,129.9825,3,246000
36,1252,289,558,214,99.305,3,235600
37,1987,421,1095,357,108.0075,3,232800
36,1946,414,871,336,130.3875,3,254800
37,1756,380,836,335,109.375,3,218200
36,2565,525,1155,443,115.2175,3,224600
37,1798,387,860,340,105.3575,3,228500
37,1013,247,493,183,119.6125,3,231400
37,1228,285,572,242,108.125,3,223900
37,1530,339,711,283,129.4875,3,225400
36,665,184,273,112,93.3025,3,223700
34,1903,406,928,349,134.875,3,241900
36,1749,379,855,319,116.1825,3,227100
36,1026,249,505,176,108.595,3,233600
36,1496,333,743,265,110.78,3,226000
41,1509,336,821,314,102.2325,3,223000
44,1886,403,1167,372,77.605,2,219800
36,1774,383,784,298,126.1175,3,249200
36,1665,364,721,294,117.1875,3,250700
35,1835,394,774,418,67.73,3,256300
36,1257,290,530,211,134.2525,3,251400
36,1837,394,810,305,109.7425,3,235000
36,1993,422,884,337,139.675,3,244900
36,2223,464,1039,370,144.855,3,257000
36,1371,311,666,257,126.9875,3,243300
36,1724,374,838,328,112.0775,3,253900
36,1680,366,744,280,116.5,3,244800
35,1034,250,444,177,136.505,3,231600
37,1694,369,776,271,155.4675,3,257900
36,1962,417,786,315,140.5,3,239600
37,1814,390,850,328,126.435,3,240800
36,4210,820,1911,631,146.2275,3,247300
35,4466,866,2134,743,143.4725,3,251800
35,2370,490,996,380,143.42,3,287200
36,3359,667,1522,565,129.5125,3,249400
16,3985,780,1327,564,199.4175,3,500001
29,2937,592,1132,528,115.3325,2,500001
31,3039,610,1199,697,93.08,2,500001
36,1245,288,508,221,133.6025,2,480600
43,1471,329,767,311,108.2925,3,232400
41,1762,381,738,300,104.2175,3,240700
44,2153,451,947,364,125.18,2,236200
45,2317,481,1057,428,109.375,2,234800
45,1519,337,681,267,116.13,2,212500
20,6678,1263,3625,1599,94.29,2,242900
43,2506,514,1230,543,85.5275,2,203900
5,3700,729,1657,848,94.565,2,196300
23,2573,526,1478,604,87.0825,2,209400
44,2388,493,1461,592,79.2775,2,215400
44,2101,442,1038,500,77.7,2,217900
25,4013,785,2297,969,76.1325,2,185900
17,1584,349,904,406,52.1875,2,181300
14,1709,371,1939,520,49.52,2,139100
33,2048,432,2074,597,50.39,2,152700
25,3742,736,3916,1063,60,2,153700
26,3061,614,2135,769,71.875,2,164000
32,2171,454,3002,648,59.375,2,139700
30,1349,307,2646,552,48.295,2,115900
36,1697,369,1379,434,31.865,2,129700
27,1580,348,1896,448,50.465,2,130000
28,1219,284,1816,348,43.9725,2,118300
20,1255,290,1201,318,30.515,2,162500
29,1170,275,1398,373,56.3575,2,156300
37,1834,394,1967,476,53.425,2,126600
30,3107,622,3543,850,48.4675,2,141700
24,225,105,439,71,71.3325,2,137500
25,2851,576,3744,906,51.6875,2,116700
33,32,71,96,36,114.845,2,112500
44,121,87,153,30,54.91,2,150000
48,143,91,222,50,42.5,2,104200
21,49,74,29,16,125,2,87500
21,2741,557,2924,969,33.185,2,218800
35,1511,336,914,539,23.295,2,187500
46,1889,404,1545,587,42.66,2,175000
48,1766,382,1908,466,49.68,2,168800
52,2662,542,3018,763,58.2625,2,162500
35,1574,347,820,514,30.8025,2,137500
40,2034,430,1257,797,32.16,2,131300
24,2404,496,1566,753,37.69,2,145800
22,1118,265,1190,399,49.4925,2,143800
52,1375,312,1089,317,55.86,2,200000
41,1158,273,1209,336,69.5325,2,129200
42,517,158,995,212,55.625,2,106300
45,1434,322,735,518,37.5,2,162500
25,1442,324,632,385,116.5725,2,162500
52,1562,345,692,512,35.12,2,200000
39,1645,360,1339,499,38.84,2,155000
36,1833,394,1128,620,28.7075,2,112500
21,2103,442,1064,603,40.445,2,137500
31,1711,372,1092,568,26.785,2,150000
20,1852,397,1712,556,36.4125,2,152500
17,1419,319,1300,360,51.9225,2,100000
52,1180,277,1046,332,39.0075,2,162500
31,1648,361,898,457,39.61,2,162500
8,992,243,694,331,63.86,2,162500
29,1013,247,1083,316,46.095,2,162500
42,1021,248,533,187,45.09,2,175000
29,2920,589,3580,772,43.4825,2,140200
23,3768,741,3940,1098,49.1175,2,186200
26,3042,611,4812,1141,44.2525,2,146200
44,2364,489,3184,672,47.95,2,147500
36,2933,591,2077,838,56.345,2,181300
45,2508,515,1340,720,66.965,2,191100
38,2239,467,984,684,58.65,2,165600
39,2953,595,1379,785,53.445,2,180400
12,4409,856,3068,1262,57.02,2,154700
29,1776,383,1391,488,28.2375,2,137500
30,1418,319,720,417,65.9275,2,159400
37,1127,267,492,331,66.875,2,241700
30,5915,1126,2136,1503,102.42,2,310000
45,2151,451,1047,579,77.8725,2,218800
45,2143,449,1004,594,75.3825,2,220000
37,2653,541,1087,698,58.8075,2,325000
41,2048,432,852,533,64.315,2,193800
49,2297,477,1105,629,45.97,2,175000
49,3382,672,1314,756,95.3125,2,382100
36,2006,425,807,426,94.595,2,500001
30,4439,861,1749,1011,97.46,2,306300
39,2428,500,1312,612,68.03,2,266300
30,2800,567,1292,742,69.035,2,272200
38,3235,645,1284,752,73.46,2,304100
29,3078,617,1460,736,71.875,2,232500
25,4405,855,2178,1090,76.2575,2,225000
15,4798,926,3087,1212,53.175,2,163300
39,4075,796,2470,1025,58.2925,2,222500
52,3248,648,1819,815,79.3475,2,222900
29,3684,726,3891,1143,42.3875,2,179700
13,3056,613,1600,824,82.5075,2,207800
12,4436,861,2176,1002,89.53,2,198600
35,2768,561,1277,651,90.4825,2,250000
42,1898,405,940,483,85.2675,2,233300
45,1016,247,361,163,187.5,2,434500
49,2792,566,1301,648,82.2925,2,307400
51,2812,569,1171,566,96.875,2,342900
52,2204,460,899,445,104.4125,2,393900
41,3448,683,1621,838,112.5,2,339800
27,3043,611,1398,747,88.82,2,271100
37,3242,646,1080,629,97.525,2,432500
29,2743,557,1059,651,90.625,2,500000
36,2916,588,1183,749,89.9625,2,500001
36,4366,848,1912,1172,88.23,2,361800
52,2216,462,940,530,113.6725,2,381000
44,1543,342,652,406,106.25,2,439300
39,1995,423,867,567,101.9875,2,400000
52,2677,545,1144,624,109.7225,2,378000
50,2960,596,1179,718,88.035,2,398100
44,1633,358,741,513,84.625,2,408300
52,2208,461,791,408,146.02,2,500000
50,914,229,322,165,118.4025,2,418800
46,2834,573,1175,670,119.6875,2,363800
44,2532,519,961,550,98.38,2,406900
43,3070,616,1240,646,94.5325,2,461500
47,3330,662,1220,557,184.18,2,500001
45,3035,609,1127,527,176.99,2,500001
41,2072,437,742,414,99.835,2,500001
36,2484,511,792,446,129.5375,2,500001
15,4690,906,1879,974,140.1275,2,267400
15,9103,1698,3333,1712,128.77,2,367300
20,4534,878,1941,892,150.905,2,463500
10,7264,1368,2528,1057,255.5825,2,500001
52,3697,728,1436,671,117.13,2,395200
37,4365,848,1661,868,132.615,2,360700
27,1675,365,744,331,53.9475,0,450000
52,2359,488,1100,431,70.8325,0,414700
52,2127,446,733,288,84.765,0,300000
52,996,244,341,160,68.4025,0,450000
29,716,193,422,173,65.105,0,287500
32,3508,694,2794,839,38.85,3,100000
36,1786,385,1367,393,37.695,3,99600
31,2839,574,2390,729,50,3,109800
41,2057,434,1805,506,31.1375,3,100800
27,1774,383,1622,402,55.0775,3,96900
35,1182,277,977,283,39.745,3,94000
38,2407,497,1774,562,39.0375,3,108600
36,3504,694,2521,836,64.1975,3,114900
36,2041,431,1390,464,50.285,3,99300
32,2701,549,1880,590,41.79,3,123800
32,1815,390,1715,475,43.11,3,111200
35,1300,298,1216,326,30,3,99200
36,2196,459,2017,583,34.905,3,124300
40,2434,502,1646,453,80.06,3,128000
37,1282,295,852,249,107.2925,3,127900
44,1854,397,976,335,91.4575,3,126700
40,1917,409,1021,383,56.12,3,175000
40,1323,302,684,229,80.515,3,145800
40,1550,343,798,270,94.375,3,153800
42,1173,275,602,186,139.4675,3,142000
43,1834,394,997,295,123.66,3,150300
37,2740,556,1468,479,113.42,3,168800
37,2379,492,1327,445,106.25,3,172100
37,1831,393,925,338,110.2275,3,148400
38,694,189,412,119,151.795,3,156000
35,1213,282,742,253,101.5625,3,159900
37,1487,332,863,291,78.9075,3,186200
38,1067,256,499,169,115.9725,3,183800
36,1722,374,830,261,101.34,3,189000
36,1153,272,639,226,100,3,192000
31,3757,739,3288,964,48.2725,3,137500
47,1453,326,721,276,137.94,3,191000
43,3819,750,1505,712,79.2975,3,183500
24,6513,1233,2636,1271,105.2475,3,189800
44,2023,428,992,326,116.6675,3,175600
44,2131,447,1040,330,127.28,3,169800
33,1923,410,1412,361,135.8975,3,194100
52,1590,350,844,295,67.8475,3,164900
47,1885,403,954,357,96.28,3,171300
47,1297,298,704,264,83.035,3,166500
46,1504,335,814,306,109.7975,3,157100
45,2230,465,949,344,137.5,3,188200
42,1686,367,737,319,57.5,3,189200
42,2084,439,1062,451,50.1425,3,198200
33,1495,333,1272,447,51.735,3,143500
25,1864,399,1710,575,55.7575,3,159400
26,1725,374,1130,404,81.77,3,128100
26,3832,752,2340,904,66.835,3,143400
33,1884,403,1518,449,77.985,3,152800
42,3081,618,1785,609,93.625,3,170800
47,2649,540,2374,607,59.705,3,137700
40,2108,443,1922,544,79.075,3,137800
45,1298,298,1064,268,92.6675,3,136600
30,1548,343,757,349,95.14,3,323800
21,2714,552,1549,853,30.235,3,157500
26,2773,562,1560,631,78.385,3,164300
28,4770,921,3201,1196,67.025,3,147700
25,3762,740,4015,1178,53.9675,3,143800
30,2661,542,2324,724,76.2975,3,137500
42,1779,384,1507,380,72.23,3,159800
45,1076,258,781,238,98.75,3,164000
42,1116,265,1082,299,93.0925,3,170800
21,1802,388,1286,557,68.21,3,146900
25,1849,397,1498,451,70.945,3,170000
26,3543,701,2742,951,63.76,3,151300
26,3231,645,3193,1020,66.3375,3,177200
45,1559,345,891,341,110.095,3,259400
46,1425,321,782,273,126.425,3,246300
39,813,211,344,154,89.5825,3,218800
26,6672,1262,3333,1557,74.115,3,179800
18,1284,295,990,289,100.4475,3,195800
21,3616,714,2515,945,68.66,3,153100
29,2861,578,1715,775,69.28,3,160900
19,4651,899,2917,1121,67.0575,3,142500
17,3431,680,2365,810,75.9825,3,129200
37,2146,450,2009,592,91.4575,3,177300
26,138,90,100,20,121.875,3,175000
35,924,231,1376,358,55.7425,3,262500
42,1139,269,1283,306,104.0875,3,163900
42,2532,519,2038,591,71.875,3,177500
32,1067,256,1053,277,71.095,3,181700
52,836,215,747,166,103.125,3,174000
39,1390,314,1666,371,82.64,3,156800
38,2169,454,3036,639,57.8125,3,148500
29,2265,471,3425,781,59.1875,3,149400
30,1132,268,1433,341,67,3,170000
40,1625,356,2036,476,65.745,3,156500
33,939,233,1309,250,85.1575,3,152300
36,1528,339,1824,470,56.6975,3,153900
35,1050,253,918,236,43.36,3,146900
34,617,176,810,180,49.415,3,162500
33,2040,431,2649,561,58.4375,3,170600
35,1451,325,1888,420,71.155,3,149100
38,1794,387,2188,454,66.635,3,142200
36,2225,464,2755,610,63.8675,3,150400
42,1028,249,1369,261,82.8125,3,144600
37,3107,622,3456,734,54.55,3,147500
36,2796,566,4033,944,62.215,3,160700
37,4916,947,3533,1035,82.155,3,152300
33,4294,835,4512,1189,70.76,3,143700
32,1254,290,1281,386,57.44,3,155700
37,1638,359,1341,369,76.6925,3,167700
26,3156,631,2394,787,75.25,3,191900
31,2746,558,1973,598,87.8475,3,192800
25,2260,470,1603,673,52.75,3,223300
27,4445,862,3340,1113,79.14,3,204500
29,1475,329,965,370,83.895,3,199600
24,2728,554,2023,773,68.75,3,239700
29,736,197,584,231,90.4175,3,200000
26,3695,728,2308,1009,66.6675,3,229300
46,1231,286,793,256,102.5575,3,226800
19,2807,568,1546,815,65.9375,3,233800
19,3103,622,2033,738,67.4025,3,212500
10,199,101,61,56,72.395,3,245800
44,938,233,502,171,111.805,3,218300
36,1075,258,509,197,124.22,3,238900
40,928,231,521,185,138.1375,3,242700
39,1073,257,556,204,121.5275,3,245600
46,1130,268,503,196,112.1525,3,246300
46,442,144,255,94,111.185,3,246900
44,520,158,392,106,75.33,3,202500
41,2048,432,1191,429,95,3,222500
42,1949,415,1184,423,108.3325,3,225600
42,1935,412,1136,379,118.5,3,230000
40,1271,293,725,234,126.13,3,231900
41,1869,400,1334,435,98.3875,3,227800
35,1742,377,812,282,141.76,3,303700
35,1651,361,707,252,141.205,3,294800
32,332,124,177,102,83.5225,3,256300
36,2904,586,1463,534,145.935,3,289600
19,1949,415,1282,498,69.5325,3,231300
31,2583,528,1675,612,88.085,3,265000
28,2108,443,1485,536,101.9375,3,241400
26,2159,452,1331,520,96.75,3,264500
25,1884,403,1337,549,71.28,3,272800
25,3309,659,2299,837,76.0425,3,237000
32,1660,363,928,398,107.9675,3,269700
29,2461,506,1236,482,121.0225,3,244000
34,2055,434,1134,408,95.625,3,235400
36,2064,435,1366,421,102.5,3,243100
32,1056,254,565,231,98.7125,3,230000
39,1166,274,640,206,88.2825,3,230400
23,969,239,670,251,81.675,3,185400
39,1224,284,1106,333,83.7275,3,181800
17,3724,733,2536,971,81.6225,3,202100
35,1092,261,962,297,89.7575,3,183300
8,3937,771,2691,1142,61.8525,3,185700
6,1047,253,740,248,85.625,3,193800
12,9975,1854,7429,3405,66.7225,3,192300
8,10731,1990,7211,3028,61.375,3,192700
31,1415,319,874,289,95.4325,3,177900
36,961,237,625,179,106.49,3,181100
33,1729,375,1073,344,105.2075,3,180500
35,940,234,640,215,105,3,181300
35,881,223,605,170,91.635,3,184500
34,3041,610,1920,640,113.26,3,181300
34,1068,256,757,231,143.82,3,180500
35,3189,637,1882,651,91.5625,3,188000
35,1307,299,672,219,121.14,3,146400
35,1580,348,926,282,126.6325,3,158000
34,1536,340,804,287,124.0375,3,157800
35,1281,295,710,184,120.76,3,152800
31,3894,763,3590,962,51.0925,3,137200
34,1799,388,1293,355,92.3,3,145200
34,1374,311,906,248,133.23,3,155500
34,2053,433,1258,380,75.3475,3,154700
29,2228,465,1140,352,94.9225,3,169400
30,1842,395,1491,420,75.3675,3,155100
34,1617,355,1530,500,65.455,3,172600
28,1576,348,891,378,65.78,3,171300
28,1501,334,1028,418,57.6075,3,177500
27,1013,247,1067,400,44.285,3,159400
29,2617,534,1868,647,90,3,208800
27,3267,651,2099,647,85,3,224100
13,2455,505,1975,618,73.8975,3,173600
19,2421,499,1726,660,82.175,3,181400
30,2756,559,1806,787,75.8225,3,207800
37,2132,447,1369,565,82.125,3,218100
38,1400,316,1131,405,88.5425,3,198400
33,2138,448,1072,528,68.57,3,208900
32,2355,487,1605,571,105.4275,3,218200
36,1751,379,1175,419,76.8475,3,218600
21,4946,952,3186,1167,83.2025,3,237000
27,3144,629,1510,680,78.9925,3,214700
31,1398,316,823,263,126.6025,3,234900
26,1221,284,807,330,101.34,3,253600
29,850,217,563,204,93.4375,3,247700
30,1348,307,885,322,81.435,3,195300
35,3227,644,1881,696,71.1125,3,242100
32,2421,499,1491,587,89.11,3,242300
35,1939,413,1036,400,88.89,3,238000
21,1490,332,686,400,59.53,3,237500
30,2407,497,1724,531,86.98,3,194700
37,2278,474,1257,498,94.0975,3,220600
35,2144,450,1192,417,103.645,3,231500
36,1520,338,831,291,101.1825,3,212100
36,1741,377,1245,423,103.36,3,210300
37,1664,363,1316,409,76.315,3,216400
45,1928,411,1323,458,107.0325,3,210100
44,1300,298,695,249,129.1725,3,220600
34,2675,545,1270,492,112.6325,3,242000
21,6603,1249,5546,1745,65.2275,3,163900
23,2395,495,1309,493,124.4475,3,224600
37,542,162,355,118,137.8325,3,227300
36,1158,273,628,253,118.565,3,242700
36,1342,306,706,261,104.44,3,236600
39,1880,402,982,357,104.8825,3,226900
42,1816,391,897,306,129.685,3,230800
36,2392,494,1346,445,150.22,3,245900
36,2274,473,1232,423,134.325,3,244500
13,2887,583,2197,800,71.9425,3,207900
31,1547,342,956,287,86.745,3,225000
31,981,241,734,239,121.875,3,232400
29,2940,592,2175,684,91.215,3,229000
34,1740,377,1249,375,103.88,3,233900
41,1355,308,655,329,73.8775,3,205000
22,1127,267,697,241,84.9275,3,220300
30,1143,270,776,273,107.0725,3,240000
37,1719,373,1266,424,84.375,3,228000
34,760,201,723,198,132.9225,3,227600
18,3380,671,2276,854,101.8175,3,214000
27,2837,574,2141,648,78.3125,3,215000
33,2408,497,1644,523,106.135,3,236800
28,1313,300,827,308,66.25,3,260800
25,2845,575,1611,628,80.1225,3,267400
22,1388,314,930,287,69.9525,3,275000
26,1375,312,829,278,99.61,3,230700
25,1769,382,1371,414,77.0825,3,232700
36,1583,349,1097,350,101.8425,3,238200
42,725,195,493,172,81.4725,3,233300
44,822,212,480,177,110,3,225800
36,1567,346,1054,386,81.485,3,233900
25,1459,327,1150,354,83.75,3,237500
40,1896,405,950,383,60.625,2,255000
28,1065,256,887,217,98.4375,2,270500
41,80,79,61,23,131.25,3,247200
25,1453,326,695,283,148.7475,3,345800
32,2828,572,1313,534,114.9675,3,363800
35,2217,463,1000,450,118.2975,3,376100
38,3328,662,1455,619,126.49,3,363900
32,2590,530,1132,555,105.8325,3,358000
22,2340,485,1141,554,114.3225,3,337500
22,2514,516,1225,568,104.545,3,339700
38,1437,323,590,250,130.845,3,358000
29,1436,322,674,343,90.9725,3,275000
25,3521,697,1524,764,95.215,3,361300
41,1621,356,756,277,126.485,3,346000
39,2988,601,1466,610,123.215,3,341400
28,4603,891,2191,943,114.3575,3,382200
29,1929,411,686,455,138.3675,3,500001
27,1536,340,553,326,135.22,3,500001
34,2674,545,1087,431,182.8775,3,492200
37,2458,506,920,375,197.31,3,500001
39,2311,479,1044,380,211.7,3,472100
39,2040,431,926,351,188.88,3,500001
35,2020,427,724,399,166.235,2,500001
37,1576,348,662,340,132.7,3,500001
43,1394,315,552,296,148.99,3,500001
31,1428,321,677,331,180.79,3,500001
35,1194,279,507,295,227.03,3,500001
38,4166,812,1600,770,159.6525,3,500001
34,2959,596,1143,593,158.7,3,500001
31,702,191,236,144,126.2425,3,500001
38,2868,579,1098,438,197.6475,3,477100
36,2334,484,1033,407,165.8025,3,481500
31,2926,590,1149,476,199.0275,3,500001
36,2127,446,807,306,203.99,3,500001
7,4314,839,1699,718,205.0925,3,500001
35,1778,384,732,312,164.3625,3,379300
30,2532,519,1056,419,158.585,3,460400
38,1851,397,750,314,183.39,3,422700
40,826,213,389,147,179.6125,3,438100
40,756,200,371,130,125.7475,3,329200
44,1362,309,709,247,110.6775,3,336200
44,1325,303,669,253,110.5275,3,324000
21,966,238,417,158,138.3375,3,342600
33,1313,300,561,217,132.4975,3,359400
21,2696,549,1142,473,140.2275,3,356800
20,2439,502,1219,497,149.0475,3,335900
31,2518,517,1107,508,118.51,3,295800
19,2512,516,1275,544,123.4375,3,293000
19,757,201,361,141,150.5,3,304200
27,1688,368,811,327,113.3925,3,334200
27,2287,475,1101,466,116.875,3,316900
27,3039,610,1421,564,139.4275,3,345500
26,2620,535,1282,525,112.07,3,340700
17,1082,259,598,281,99.67,3,281900
22,2114,444,1300,538,85.52,3,290000
18,2516,516,1128,433,125.285,3,338600
13,2907,586,1573,694,87.62,3,294000
35,2126,446,1044,433,138.64,3,297400
37,1768,382,802,290,126.96,3,295900
34,1865,399,963,302,138.575,3,305900
28,2685,547,1243,529,102.975,3,324000
23,1829,393,891,356,164.3875,3,359900
21,4151,810,2054,925,124.5525,3,292900
17,2791,566,1467,583,143.5375,3,321900
23,2387,493,1008,415,146.295,3,337900
19,3303,657,1329,569,188.025,3,340400
12,4235,825,1798,683,160.605,3,365500
29,2787,565,1182,444,169.0325,3,352700
24,3124,625,1312,542,157.5525,3,333800
15,1778,384,908,330,191.85,3,329300
33,1993,422,918,361,172.5525,3,337600
39,1489,332,743,270,121.5275,3,456100
34,1830,393,822,307,126.505,3,453700
33,2496,513,1098,404,191.7125,3,474300
34,1973,419,843,345,151.925,3,472700
33,2543,521,1098,416,149.2075,3,495500
31,1448,325,607,259,203.7825,3,500001
35,1267,292,521,191,151.1025,3,470000
36,2501,514,1031,422,118.75,3,442100
36,3022,607,1278,494,181.6275,3,500001
36,1543,342,474,187,233.4975,3,500001
35,1753,379,615,275,187.5,3,500001
34,540,162,213,104,158.5075,3,500001
35,1060,255,444,196,200.0375,3,500001
43,2492,512,1033,437,199.035,3,500001
40,925,231,371,227,131.3325,3,500001
34,1471,329,498,264,177.105,3,500001
41,847,217,344,170,170.55,2,500001
26,6712,1269,2803,1394,130.69,3,434500
34,2395,495,1087,438,149.2075,3,394600
34,358,129,162,84,178.16,2,500001
42,1516,337,634,327,155.89,3,472700
40,1679,366,719,385,160.875,3,479500
38,2398,495,911,392,130.7975,3,500001
45,2093,440,842,472,158.0775,3,500001
34,3145,629,1352,727,127.44,3,469800
45,2181,456,965,471,134.54,3,500001
34,2361,488,915,437,142.175,3,392400
28,3619,714,1735,789,153.51,3,368400
24,2386,493,1152,568,122.4275,3,400700
18,5152,989,2286,1243,129.1925,3,380800
29,2085,439,919,489,140.0425,3,430000
41,2237,466,938,523,117.7625,3,500001
43,1584,349,799,433,125.805,2,435000
28,4430,860,2131,885,123.46,3,378100
31,3533,699,1647,679,139.6075,3,384600
24,4373,849,1830,824,142.82,3,366200
16,6123,1163,2853,1789,110.625,2,336400
17,1610,354,670,341,108.985,3,349000
25,5775,1101,2637,1117,137.42,3,379800
20,2270,472,1070,521,111.5375,3,384800
40,3070,616,1264,506,129.065,3,432700
26,2869,580,1157,538,150.955,3,355300
16,2472,508,965,529,128.425,3,348600
19,6206,1178,2455,1472,128.625,2,420200
32,2075,437,954,519,140.925,2,500001
30,3433,681,1526,828,114.5425,2,500001
34,2112,444,946,574,115.12,2,500001
32,2815,570,1338,609,114.2175,3,381200
35,3053,613,1311,589,128.9725,2,439200
38,1318,301,547,225,150.77,2,416700
35,2152,451,902,414,112.9475,3,427200
33,2147,450,1371,498,60.5475,3,260700
28,3763,740,1967,724,133.11,3,271900
35,1818,391,828,319,107.59,3,282100
34,1803,388,947,333,138.845,3,280300
37,1402,316,722,251,161.9525,3,269000
30,1856,398,899,435,78.7625,3,270000
36,1271,293,811,345,81.0425,3,283300
44,724,195,373,133,97.9175,3,265600
28,4605,891,2558,1093,92.47,3,266600
31,3122,625,1885,715,96.6425,3,298400
27,3348,666,1545,625,118.8575,3,296300
29,2243,467,1051,352,166.58,3,325200
32,3485,690,1715,649,116.4075,3,291700
35,2380,492,1212,422,140.635,3,283800
34,1069,257,601,212,116.015,3,255900
36,2219,463,1219,403,106.535,3,267100
35,743,198,385,137,162.2275,3,278100
34,495,154,269,93,160.9775,3,252300
38,914,229,519,174,150.8375,3,255400
36,854,218,473,150,159.98,3,259600
38,1059,255,561,205,100,3,248600
36,2223,464,1162,376,131.475,3,279400
35,1936,412,1008,346,136.9775,3,285900
28,2948,594,1445,524,134.3575,3,286500
37,1420,320,886,290,114.5825,3,261300
34,2823,571,1429,483,137.5,3,279600
